GO_term,category,bin_edge,with_term_hist,without_term_hist
ATP hydrolysis activity,molfunc,0.2,1.6930308763580362,1.9126811434658109
ATP hydrolysis activity,molfunc,0.21,2.3006105053736157,2.193224386912566
ATP hydrolysis activity,molfunc,0.22,2.786284109305816,2.5552703019950154
ATP hydrolysis activity,molfunc,0.23,3.0866605551112816,2.9245597409632533
ATP hydrolysis activity,molfunc,0.24,3.5752599036454744,3.260706149777832
ATP hydrolysis activity,molfunc,0.25,3.8180967056115747,3.616550774627131
ATP hydrolysis activity,molfunc,0.26,4.151631590239712,3.8742169893986564
ATP hydrolysis activity,molfunc,0.27,4.521250658292532,4.110751916863102
ATP hydrolysis activity,molfunc,0.28,4.819676607696682,4.314248037539191
ATP hydrolysis activity,molfunc,0.29,4.816750863094653,4.454350296293995
ATP hydrolysis activity,molfunc,0.3,4.847958805515999,4.452500331560577
ATP hydrolysis activity,molfunc,0.31,4.856736039322003,4.417481280832199
ATP hydrolysis activity,molfunc,0.32,4.806998381087983,4.284674657645783
ATP hydrolysis activity,molfunc,0.33,4.46858725545651,4.129694513499658
ATP hydrolysis activity,molfunc,0.34,4.121398896019033,3.8851343869099586
ATP hydrolysis activity,molfunc,0.35000000000000003,3.7205718855448886,3.6342426908805505
ATP hydrolysis activity,molfunc,0.36,3.502116288595445,3.3607866362716563
ATP hydrolysis activity,molfunc,0.37,3.112992256529284,3.0682837616609633
ATP hydrolysis activity,molfunc,0.38,2.7443484366771322,2.7859947768460476
ATP hydrolysis activity,molfunc,0.39,2.6399968792057558,2.506519822893233
ATP hydrolysis activity,molfunc,0.4,2.4429967426710073,2.286790913077451
ATP hydrolysis activity,molfunc,0.41000000000000003,2.088006397628206,2.0444976446822336
ATP hydrolysis activity,molfunc,0.42,1.8627240632741016,1.8069986510890934
ATP hydrolysis activity,molfunc,0.43,1.6637734303380196,1.6298970976658902
ATP hydrolysis activity,molfunc,0.44,1.3682732255358978,1.4514145846529518
ATP hydrolysis activity,molfunc,0.45,1.275624646472526,1.2898162568126241
ATP hydrolysis activity,molfunc,0.46,1.0727730207337758,1.1451281699862232
ATP hydrolysis activity,molfunc,0.47000000000000003,0.9762234488677414,1.0151616335032307
ATP hydrolysis activity,molfunc,0.48,0.877723380600362,0.890249930235484
ATP hydrolysis activity,molfunc,0.49,0.7138816828882945,0.8076268574232173
ATP hydrolysis activity,molfunc,0.5,0.5773469347949048,0.7368070807269886
ATP hydrolysis activity,molfunc,0.51,0.5412627513702232,0.6467580931397309
ATP hydrolysis activity,molfunc,0.52,0.43983693850084804,0.5756256463477132
ATP hydrolysis activity,molfunc,0.53,0.41545573348417136,0.5025650672983293
ATP hydrolysis activity,molfunc,0.54,0.3920497766681617,0.4430795815744551
ATP hydrolysis activity,molfunc,0.55,0.3315843882268034,0.40892037360949707
ATP hydrolysis activity,molfunc,0.56,0.32865864362480224,0.3630881487350798
ATP hydrolysis activity,molfunc,0.5700000000000001,0.31988140981880214,0.32356143745907934
ATP hydrolysis activity,molfunc,0.58,0.22625758255475997,0.278093994363079
ATP hydrolysis activity,molfunc,0.59,0.2321090717587624,0.2536015035262671
ATP hydrolysis activity,molfunc,0.6,0.2379605609627648,0.21829583854341575
ATP hydrolysis activity,molfunc,0.61,0.2321090717587624,0.2006299781313322
ATP hydrolysis activity,molfunc,0.62,0.21748034874875638,0.185830260263982
ATP hydrolysis activity,molfunc,0.63,0.1784704207220736,0.16402152108269302
ATP hydrolysis activity,molfunc,0.64,0.19017339913007844,0.14442752841324344
ATP hydrolysis activity,molfunc,0.65,0.1599407049093993,0.1346565879198344
ATP hydrolysis activity,molfunc,0.66,0.14921297470206155,0.12183711399248175
ATP hydrolysis activity,molfunc,0.67,0.13263375529072136,0.11451542258275389
ATP hydrolysis activity,molfunc,0.68,0.13360900349138843,0.10164383697276973
ATP hydrolysis activity,molfunc,0.6900000000000001,0.16189120131073345,0.0901010992698892
ATP hydrolysis activity,molfunc,0.7000000000000001,0.13068325888938867,0.07894919918674588
ATP hydrolysis activity,molfunc,0.71,0.0906980826620374,0.07339930498648868
ATP hydrolysis activity,molfunc,0.72,0.1004505646687081,0.06790152246886386
ATP hydrolysis activity,molfunc,0.73,0.11507928767871413,0.05581161209835241
ATP hydrolysis activity,molfunc,0.74,0.08387134525736793,0.05521232774809
ATP hydrolysis activity,molfunc,0.75,0.06046538844135827,0.048203306434151244
ATP hydrolysis activity,molfunc,0.76,0.062415884842692414,0.04434704191941915
ATP hydrolysis activity,molfunc,0.77,0.04778716183268637,0.03871898019521554
ATP hydrolysis activity,molfunc,0.78,0.05363865103668879,0.03251768996206527
ATP hydrolysis activity,molfunc,0.79,0.03803467982601569,0.033533867773379814
ATP hydrolysis activity,molfunc,0.8,0.05363865103668879,0.02959943573470044
ATP hydrolysis activity,molfunc,0.81,0.020480212214008447,0.025169942711021676
ATP hydrolysis activity,molfunc,0.8200000000000001,0.03608418342468155,0.020870728893921702
ATP hydrolysis activity,molfunc,0.8300000000000001,0.010727730207337876,0.020662282163395874
ATP hydrolysis activity,molfunc,0.84,0.011702978408004825,0.020297500384975038
ATP hydrolysis activity,molfunc,0.85,0.02340595681600965,0.01816092139708293
ATP hydrolysis activity,molfunc,0.86,0.007801985605336552,0.017353190316294446
ATP hydrolysis activity,molfunc,0.87,0.01755446761200724,0.016180677457085364
ATP hydrolysis activity,molfunc,0.88,0.019504964013341376,0.012168077894458718
ATP hydrolysis activity,molfunc,0.89,0.01657921941134017,0.011308235131038725
ATP hydrolysis activity,molfunc,0.9,0.000975248200667069,0.009067432777883586
ATP hydrolysis activity,molfunc,0.91,0.0029257446020012064,0.00953643792156722
ATP hydrolysis activity,molfunc,0.92,0.0029257446020012064,0.007764640712095715
ATP hydrolysis activity,molfunc,0.93,0.005851489204002413,0.004611883912889065
ATP hydrolysis activity,molfunc,0.9400000000000001,0.0029257446020012064,0.002188690670523624
ATP hydrolysis activity,molfunc,0.9500000000000001,0.0,0.002866142544733349
ATP hydrolysis activity,molfunc,0.96,0.0,0.0023189698771024113
ATP hydrolysis activity,molfunc,0.97,0.0,0.0019541880986818074
ATP hydrolysis activity,molfunc,0.98,0.0,2.605584131575743e-05
ATP hydrolysis activity,molfunc,0.99,0.0,0.0
DNA binding,molfunc,0.0,0.0,0.0
DNA binding,molfunc,0.01,0.0,0.0
DNA binding,molfunc,0.02,0.0,0.0
DNA binding,molfunc,0.03,0.0003765405214082113,0.000954282853254836
DNA binding,molfunc,0.04,0.0026357836498574786,0.0017177091358587047
